Filename, MSE(32), MSE(64), MSE(128), MSE(256), Filename, MSE(32), MSE(64), MSE(128), MSE(256), Filename, MSE(32), MSE(64), MSE(128), MSE(256), Filename, MSE(32), MSE(64), MSE(128), MSE(256), Filename, MSE(32), MSE(64), MSE(128), MSE(256), Filename, MSE(32), MSE(64), MSE(128), MSE(256), Filename, MSE(32), MSE(64), MSE(128), MSE(256), Filename, MSE(32), MSE(64), MSE(128), MSE(256), 
baboon.ppm, 376.239648, 235.419276, 151.527381, 98.057709,fish.ppm, 149.293874, 92.066993, 58.531090, 36.271651,goldhill.ppm, 144.301261, 84.229102, 52.896425, 35.420691,kodim05.ppm, 201.738952, 118.015686, 70.547453, 44.091770,kodim23.ppm, 234.924867, 127.753387, 75.234039, 45.099025,lenna.ppm, 130.818132, 75.392992, 47.845821, 31.300973,peppers.ppm, 249.589946, 147.309480, 89.401292, 57.208967,pills.ppm, 201.094503, 111.472091, 67.318046, 42.543029,
